,Unnamed: 0,user_id,session_id,timestamp,step,action_type,item_id,platform,city,device,current_filters,impressions,prices,action
134,134,4,4,1541107368,12,filter selection,16,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,,
135,135,4,4,1541107368,13,filter selection,17,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,,
136,136,4,4,1541107368,14,filter selection,20,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,,
137,137,4,4,1541107368,15,filter selection,18,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,,
138,138,4,4,1541107368,16,filter selection,19,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,,,
139,139,4,4,1541107435,17,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
140,140,4,4,1541107435,18,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
141,141,4,4,1541107457,19,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
142,142,4,4,1541107457,20,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
143,143,4,4,1541107467,21,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
144,144,4,4,1541107467,22,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
145,145,4,4,1541107467,23,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
146,146,4,4,1541107467,24,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
147,147,4,4,1541107467,25,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
148,148,4,4,1541107467,26,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
149,149,4,4,1541107467,27,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
150,150,4,4,1541107467,28,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
151,151,4,4,1541107467,29,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
152,152,4,4,1541107477,30,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
153,153,4,4,1541107477,31,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
154,154,4,4,1541107477,32,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
155,155,4,4,1541107477,33,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
156,156,4,4,1541107487,34,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
157,157,4,4,1541107487,35,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
158,158,4,4,1541107487,36,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
159,159,4,4,1541107487,37,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
160,160,4,4,1541107487,38,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
161,161,4,4,1541107487,39,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
162,162,4,4,1541107487,40,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
163,163,4,4,1541107487,41,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
164,164,4,4,1541107487,42,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
165,165,4,4,1541107487,43,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
166,166,4,4,1541107487,44,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
167,167,4,4,1541107497,45,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
168,168,4,4,1541107497,46,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
169,169,4,4,1541107497,47,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
170,170,4,4,1541107497,48,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
171,171,4,4,1541107497,49,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
172,172,4,4,1541107497,50,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
173,173,4,4,1541107497,51,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
174,174,4,4,1541107497,52,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
175,175,4,4,1541107497,53,interaction item image,21,US,"Bakersfield, USA",desktop,,,,3.0
176,176,4,4,1541107500,54,clickout item,21,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,1306936|56482|2842358|6881276|65685|63259|65399|1320460|360566|376756|885381|60769|2141484|375876|829246|58909|360571|1298518|63542|71926|376076|57803|376181|1117192|359326,178|104|110|94|57|96|46|61|48|35|50|38|59|44|57|56|55|45|146|41|44|44|39|38|126,0.0
177,177,4,4,1541107538,55,clickout item,22,US,"Bakersfield, USA",desktop,Very Good Rating|5 Star|4 Star|Hotel|Motel|Resort|Hostal (ES)|3 Star,1306936|56482|2842358|6881276|65685|63259|65399|1320460|360566|376756|885381|60769|2141484|375876|829246|58909|360571|1298518|63542|71926|376076|57803|376181|1117192|359326,178|104|110|94|57|96|46|61|48|35|50|38|59|44|57|56|55|45|146|41|44|44|39|38|126,0.0
178,178,5,5,1541062453,1,interaction item rating,23,AU,"Seminyak, Indonesia",desktop,,,,1.0
179,179,5,5,1541062460,2,search for item,24,AU,"Legian, Indonesia",desktop,,,,5.0
180,180,5,5,1541062532,3,clickout item,25,AU,"Legian, Indonesia",desktop,,1258184|3866722|8929970|2315702|116619|1511641|111929|3223738|1288161|2870144|5788568|93911|94842|104163|159006|749441|955179|1670979|1890015|2073706|2081896|2162500|2625059|3143258|4926962,51|43|69|49|62|50|55|42|87|46|43|114|194|50|196|351|22|154|116|89|55|270|192|92|26,0.0
181,181,6,6,1541102679,1,clickout item,26,MX,"Mazamitla, Mexico",mobile,,2349076|2552514|7159866|3898458|1846017|7250252|2828571|2685752|8775800|7721912|2019273|2674824|2675278|2677206|2754104|2754106|2756126|2759902|2881712|3245044|3245301|3245316|4704368|5117712|5942776,54|39|55|51|41|94|24|38|59|24|72|314|46|40|183|51|50|129|96|118|86|125|51|50|117,0.0
182,182,6,6,1541102682,2,interaction item image,26,MX,"Mazamitla, Mexico",mobile,,,,3.0
183,183,6,6,1541102682,3,interaction item image,26,MX,"Mazamitla, Mexico",mobile,,,,3.0
184,184,7,7,1541075258,1,clickout item,27,FR,"Alicante, Spain",tablet,,6721|6724|40109|147227|80983|6719|40718|1194054|624921|511646|1490687|32937|82021|81021|40872|2798980|160439|3916322|80862|110591|80907|970167|147226|40282|86878,36|45|99|48|49|50|49|56|40|63|35|95|40|78|132|48|76|62|58|43|53|126|65|42|45,0.0
185,185,8,8,1541104536,1,change of sort order,28,IT,"Bolzano, Italy",mobile,,,,
186,186,8,8,1541104539,2,change of sort order,29,IT,"Bolzano, Italy",mobile,,,,
187,187,8,8,1541104539,3,filter selection,30,IT,"Bolzano, Italy",mobile,Best Value,,,
188,188,8,8,1541104565,4,clickout item,31,IT,"Bolzano, Italy",mobile,,22953|22951|22947|22949|8774118|45527|82900|22952|138929|2557176|138930|82901|108584|1685419|138928|898407|22954|82902|1240717|4970574|6471774|5433230|3219404|3768162|3186611,158|166|145|145|62|129|100|128|139|95|110|170|105|109|165|110|145|130|125|125|104|99|90|95|75,0.0
189,189,8,8,1541104650,5,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
190,190,8,8,1541104650,6,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
191,191,8,8,1541104659,7,clickout item,32,IT,"Bolzano, Italy",mobile,,22953|22951|22947|22949|8774118|45527|82900|22952|138929|2557176|138930|82901|108584|1685419|138928|898407|22954|82902|1240717|4970574|6471774|5433230|3219404|3768162|3186611,158|166|145|145|62|129|100|128|139|95|110|170|105|109|165|110|145|130|125|125|104|99|90|95|75,0.0
192,192,8,8,1541104660,8,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
193,193,8,8,1541104660,9,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
194,194,8,8,1541104660,10,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
195,195,8,8,1541104660,11,interaction item image,32,IT,"Bolzano, Italy",mobile,,,,3.0
196,196,9,9,1541073724,1,clickout item,33,AT,"St Georgen im Attergau, Austria",mobile,,129881|36161|36249|464421|302607|36401|302622|926841|302477|461661|36159|155275|300502|458386|302377|1867621|248817|1509639|2561050|291707|1557741|1997383|1557541|96347|1599007,280|169|82|138|60|270|100|204|103|37|138|100|119|90|104|149|63|144|84|84|139|78|85|90|72,0.0
197,197,10,10,1541034637,1,interaction item info,34,US,"Las Vegas, USA",mobile,,,,2.0
198,198,10,10,1541034647,2,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
199,199,10,10,1541034647,3,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
200,200,10,10,1541034647,4,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
201,201,10,10,1541034647,5,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
202,202,10,10,1541034647,6,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
203,203,10,10,1541034647,7,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
204,204,10,10,1541034657,8,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
205,205,10,10,1541034657,9,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
206,206,10,10,1541034657,10,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
207,207,10,10,1541034657,11,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
208,208,10,10,1541034657,12,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
209,209,10,10,1541034657,13,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
210,210,10,10,1541034667,14,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
211,211,10,10,1541034667,15,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
212,212,10,10,1541034667,16,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
213,213,10,10,1541034667,17,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
214,214,10,10,1541034667,18,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
215,215,10,10,1541034667,19,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
216,216,10,10,1541034667,20,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
217,217,10,10,1541034667,21,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
218,218,10,10,1541034667,22,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
219,219,10,10,1541034667,23,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
220,220,10,10,1541034667,24,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
221,221,10,10,1541034677,25,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
222,222,10,10,1541034677,26,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
223,223,10,10,1541034677,27,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
224,224,10,10,1541034677,28,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
225,225,10,10,1541034677,29,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
226,226,10,10,1541034677,30,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
227,227,10,10,1541034677,31,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
228,228,10,10,1541034677,32,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
229,229,10,10,1541034677,33,interaction item image,34,US,"Las Vegas, USA",mobile,,,,3.0
230,230,10,10,1541034697,34,clickout item,34,US,"Las Vegas, USA",mobile,,8561|8564|8568|8586|8588|102080|8613|55677|57049|58492|1238070|1810141|72426|8618|893925|129571|8602|8578|8544|8576|8599|8543|8567|8619|8582,17|37|29|35|97|23|31|62|31|82|52|170|109|97|124|31|69|29|46|177|63|62|18|47|29,0.0
231,231,11,11,1541040524,1,search for destination,35,US,"Panama City, Panama",tablet,,,,
232,232,11,11,1541040537,2,interaction item image,36,US,"Panama City, Panama",tablet,,,,3.0
233,233,11,11,1541040552,3,interaction item image,36,US,"Panama City, Panama",tablet,,,,3.0
234,234,11,11,1541040582,4,interaction item image,36,US,"Panama City, Panama",tablet,,,,3.0
235,235,11,11,1541040620,5,interaction item image,36,US,"Panama City, Panama",tablet,,,,3.0
